Smiles,bond_target
[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]3[c:7]1[O:8][CH:9]4[C:10]5([O:11][CH3:12])[CH2:13][CH2:14][C:15]6([CH2:16][CH:17]5[C:18]([OH:19])([CH3:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[CH:25]([N:26]([CH2:27][CH2:28][C:29]346)[CH2:30][CH:31]7[CH2:32][CH2:33]7)[CH2:34]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([cH:4][n:5]([n:6]1-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH3:13])[N:14]([CH3:15])[CH3:16],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[S:1]=[P:2]([O:3][c:4]1[n:5][c:6]([Cl:7])[c:8]([Cl:9])[cH:10][c:11]1[Cl:12])([O:13][CH2:14][CH3:15])[O:16][CH2:17][CH3:18],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]([c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13]1)([CH2:14][CH2:15][CH2:16][N:17]([CH3:18])[CH2:19][CH2:20][c:21]2[cH:22][cH:23][c:24]([O:25][CH3:26])[c:27]([OH:28])[cH:29]2)[CH:30]([CH3:31])[CH3:32],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8]([O:9][CH:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][NH2:19])[cH:20][cH:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[NH:8][C:9](=[NH:10])[NH:11][C:12](=[NH:13])[NH:14][CH:15]([CH3:16])[CH3:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([OH:6])[CH2:7][CH:8]([OH:9])[CH:10]=[CH:11][c:12]1[c:13]([n:14][c:15]([c:16]([c:17]1-[c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25][O:26][CH3:27])[CH:28]([CH3:29])[CH3:30])[CH:31]([CH3:32])[CH3:33],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][cH:8][c:9]3[cH:10][c:11]4[c:12]([cH:13][cH:14][c:15]5[cH:16][cH:17][cH:18][cH:19][c:20]45)[cH:21][c:22]23,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[n:10]1[CH:11]3[CH2:12][CH2:13][N:14]([CH2:15][CH2:16][CH2:17][CH:18]([c:19]4[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]4)[c:26]5[cH:27][cH:28][c:29]([F:30])[cH:31][cH:32]5)[CH2:33][CH2:34]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([OH:6])[CH2:7][CH:8]([OH:9])[CH:10]=[CH:11][c:12]1[c:13](-[c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]2)[c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]3[n:27]1[CH:28]([CH3:29])[CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH:7]=[CH:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[C:15]2=[CH:16][CH2:17][CH2:18][N:19]([CH3:20])[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[Br:1][c:2]1[cH:3][cH:4][c:5]2[n:6][c:7]([O:8][CH3:9])[c:10]([cH:11][c:12]2[cH:13]1)[CH:14]([c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[C:21]([OH:22])([c:23]4[cH:24][cH:25][cH:26][c:27]5[cH:28][cH:29][cH:30][cH:31][c:32]45)[CH2:33][CH2:34][N:35]([CH3:36])[CH3:37],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[S:3][CH:4]([C:5](=[O:6])[NH:7]1)[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][CH2:15][N:16]([c:17]3[n:18][cH:19][cH:20][cH:21][cH:22]3)[CH3:23])[cH:24][cH:25]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([cH:10]1)[NH:11][CH2:12][C:13](=[O:14])[NH:15][CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([O:22][CH3:23])[c:24]([O:25][CH3:26])[cH:27]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2]([c:3]1[n:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][c:12]2[nH:13]1)[CH2:14][c:15]3[n:16][cH:17][c:18]([c:19]([O:20][CH3:21])[c:22]3[CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][CH2:11][CH3:12])[cH:13][cH:14][c:15]2[cH:16][cH:17]1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]1)[CH:8]([c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16]2)[CH2:17][N:18]([CH3:19])[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
[S:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[N:8]([c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]13)[CH2:15][CH2:16][CH2:17][N:18]4[CH2:19][CH2:20][N:21]([CH3:22])[CH2:23][CH2:24]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([N:3]([CH2:4][CH3:5])[CH2:6][CH3:7])[C:8]1([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH:16]1[CH2:17][NH2:18],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH:4][CH:5]1[CH2:6][N:7]([CH3:8])[CH:9]2[CH2:10][c:11]3[cH:12][n:13]([c:14]4[cH:15][cH:16][cH:17][c:18]([c:19]34)[CH:20]2[CH2:21]1)[CH2:22][CH3:23])[N:24]([CH2:25][CH3:26])[CH2:27][CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][c:4]([cH:5][c:6]2[O:7][CH2:8][O:9][c:10]12)[CH2:11][CH:12]=[CH2:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]3[c:7]1[O:8][CH:9]4[C:10](=[CH2:11])[CH2:12][CH2:13][C:14]5([OH:15])[CH:16]([N:17]([CH2:18][CH2:19][C:20]345)[CH2:21][CH:22]6[CH2:23][CH2:24]6)[CH2:25]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)-[c:8]2[cH:9][c:10]([n:11][c:12]3[c:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[N:20]4[CH2:21][CH2:22][NH:23][CH2:24][CH2:25]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]([NH:3][CH3:4])[NH:5][CH:6]1[CH2:7][CH2:8][CH:9]([CH2:10][CH2:11][N:12]2[CH2:13][CH2:14][N:15]([c:16]3[cH:17][cH:18][cH:19][c:20]([Cl:21])[c:22]3[Cl:23])[CH2:24][CH2:25]2)[CH2:26][CH2:27]1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]([Cl:3])([Cl:4])[CH:5]([c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13]1)[c:14]2[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][cH:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH3:5],"[0, 0, 1, 0]"
[S:1]=[P:2]([O:3][c:4]1[n:5][c:6]([n:7][c:8]([cH:9]1)[CH3:10])[CH:11]([CH3:12])[CH3:13])([O:14][CH2:15][CH3:16])[O:17][CH2:18][CH3:19],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)=[C:15]([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH3:23])[CH2:24][CH2:25][N:26]([CH3:27])[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14][N:15]2[CH2:16][CH2:17][CH:18]([O:19][CH:20]([c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[CH2:33][CH2:34]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][CH2:3][O:4][CH2:5][CH2:6][N:7]1[CH2:8][CH2:9][N:10]([C:11]2=[N:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[S:19][c:20]4[cH:21][cH:22][cH:23][cH:24][c:25]24)[CH2:26][CH2:27]1,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[N:8]([c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[CH2:15][CH2:16]2)[CH2:17][CH2:18][CH2:19][N:20]([CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH:4]([CH2:5][CH3:6])[C:7]([OH:8])([CH3:9])[CH:10]([OH:11])[CH:12]([C:13](=[O:14])[CH:15]([CH3:16])[CH2:17][C:18]([O:19][CH3:20])([CH3:21])[CH:22]([O:23][CH:24]2[O:25][CH:26]([CH3:27])[CH2:28][CH:29]([N:30]([CH3:31])[CH3:32])[CH:33]2[OH:34])[CH:35]([CH3:36])[CH:37]([O:38][CH:39]3[O:40][CH:41]([CH3:42])[CH:43]([OH:44])[C:45]([O:46][CH3:47])([CH3:48])[CH2:49]3)[CH:50]1[CH3:51])[CH3:52],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)-[c:8]2[cH:9][c:10]([n:11][c:12]3[c:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[N:20]4[CH2:21][CH2:22][N:23]([CH2:24][CH3:25])[CH2:26][CH2:27]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([N:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH:10]2[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH2:23]2)[CH2:24][CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([O:8][P:9](=[S:10])([O:11][CH2:12][CH3:13])[O:14][CH2:15][CH3:16])[cH:17][cH:18]1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]1[N:5]=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]3[cH:14][c:15]([Cl:16])[cH:17][cH:18][c:19]3[NH:20][C:21]1=[O:22],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][n:4][c:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12)[CH:12]([OH:13])[c:14]3[cH:15][cH:16][c:17]([F:18])[c:19]([cH:20]3)[C:21](=[O:22])[N:23]4[CH2:24][CH2:25][N:26]([C:27](=[O:28])[CH:29]5[CH2:30][CH2:31]5)[CH2:32][CH2:33]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6][CH:7]([CH2:8][CH2:9][N:10]2[CH2:11][CH2:12][N:13]([c:14]3[cH:15][cH:16][cH:17][c:18]([Cl:19])[c:20]3[Cl:21])[CH2:22][CH2:23]2)[CH2:24][CH2:25]1)[N:26]([CH3:27])[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[O:3][C:4]([CH3:5])([CH2:6][O:7][c:8]2[cH:9][cH:10][c:11]([cH:12][cH:13]2)[N:14]3[CH2:15][CH2:16][CH:17]([O:18][c:19]4[cH:20][cH:21][c:22]([O:23][C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]4)[CH2:30][CH2:31]3)[CH:32]([OH:33])[NH:34]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([N:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH:10]2[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH2:23]2)[CH2:24][CH2:25][CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH:11]2[CH2:12][CH2:13][N:14]([c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][C:21]4([O:22][C:23](=[N:24][CH:25]4[OH:26])[NH2:27])[CH3:28])[cH:29][cH:30]3)[CH2:31][CH2:32]2)[cH:33][cH:34]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH2:4][CH:5]2[CH2:6][c:7]3[cH:8][c:9]4[O:10][CH2:11][O:12][c:13]4[cH:14][c:15]3[CH:16]([c:17]5[cH:18][c:19]([O:20][CH3:21])[c:22]([O:23][CH3:24])[c:25]([O:26][CH3:27])[cH:28]5)[CH:29]12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][CH2:4][c:5]2[c:6]1[c:7]3[c:8]4[cH:9][cH:10][cH:11][cH:12][c:13]4[n:14]5[c:15]3[c:16]6[c:17]2[c:18]7[cH:19][cH:20][cH:21][cH:22][c:23]7[n:24]6[C:25]8([O:26][CH:27]5[CH2:28][CH:29]([N:30]([C:31](=[O:32])[c:33]9[cH:34][cH:35][cH:36][cH:37][cH:38]9)[CH3:39])[CH:40]8[O:41][CH3:42])[CH3:43],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[C:8]34[CH2:9][CH2:10][N:11]([CH3:12])[CH:13]([CH2:14]2)[CH:15]3[CH2:16][CH2:17][CH2:18][CH2:19]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[CH2:6][CH:7]([S:8][P:9](=[S:10])([O:11][CH3:12])[O:13][CH3:14])[C:15](=[O:16])[O:17][CH2:18][CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][CH2:3][CH2:4][NH:5][CH:6]([CH3:7])[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][c:5]2[cH:6][c:7]([cH:8][cH:9][c:10]2[nH:11]1)[NH:12][S:13](=[O:14])(=[O:15])[CH3:16])[N:17]3[CH2:18][CH2:19][N:20]([c:21]4[n:22][cH:23][cH:24][cH:25][c:26]4[NH:27][CH:28]([CH3:29])[CH3:30])[CH2:31][CH2:32]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][c:5]([cH:6][c:7]2[O:8][CH2:9]1)[CH2:10][CH:11]([NH:12][CH2:13][CH3:14])[CH3:15],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][CH2:2][CH:3]=[C:4]([CH:5]=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10][C:11]1=[C:12]([CH3:13])[CH2:14][CH2:15][CH2:16][C:17]1([CH3:18])[CH3:19])[CH3:20])[CH3:21],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][cH:8][c:9]3[c:10]4[cH:11][cH:12][cH:13][cH:14][c:15]4[c:16]([cH:17][c:18]23)[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][c:4]2[n:5][c:6]([cH:7][cH:8][c:9]2[O:10][C:11]1([CH3:12])[CH3:13])[NH:14][c:15]3[n:16][c:17]([n:18][cH:19][c:20]3[F:21])[NH:22][c:23]4[cH:24][c:25]([O:26][CH3:27])[c:28]([O:29][CH3:30])[c:31]([O:32][CH3:33])[cH:34]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[n:3][c:4]([nH:5][c:6]2[c:7]([n:8][n:9]([c:10]12)[CH3:11])[CH2:12][CH2:13][CH3:14])-[c:15]3[cH:16][c:17]([cH:18][cH:19][c:20]3[O:21][CH2:22][CH2:23][CH3:24])[S:25](=[O:26])(=[O:27])[NH:28][CH2:29][CH2:30][CH:31]4[N:32]([CH3:33])[CH2:34][CH2:35][CH2:36]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]-2[c:6]([cH:7]1)[C:8](=[N:9][CH2:10][c:11]3[n:12][n:13][c:14]([n:15]23)[CH2:16][N:17]([CH3:18])[CH3:19])[c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][O:10][C:11]2([c:12]3[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]3)[CH2:19][CH2:20][CH2:21][N:22]([CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[CH:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH2:16][N:17]([CH:18]([CH3:19])[CH3:20])[CH:21]([CH3:22])[CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]2[S:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[N:14]([c:15]2[cH:16]1)[CH2:17][CH:18]([CH3:19])[CH2:20][N:21]([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][cH:4][c:5]-2[n:6][c:7]3[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]4[cH:14][cH:15][cH:16][cH:17][cH:18]4)[cH:19][c:20]3[o:21][c:22]2[cH:23]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2]([c:3]1[n:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH:10]([F:11])[F:12])[cH:13][c:14]2[nH:15]1)[CH2:16][c:17]3[n:18][cH:19][cH:20][c:21]([O:22][CH3:23])[c:24]3[O:25][CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([cH:7][c:8]1[C:9]([F:10])([F:11])[F:12])[N:13]2[C:14](=[O:15])[C:16]([N:17]([c:18]3[cH:19][cH:20][c:21]([C:22](=[O:23])[NH2:24])[c:25]([F:26])[cH:27]3)[C:28]2=[S:29])([CH3:30])[CH3:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][CH3:3],"[1, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][c:8]3[cH:9][cH:10][c:11]4[cH:12][cH:13][cH:14][c:15]5[cH:16][cH:17][c:18]2[c:19]3[c:20]45,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
