Smiles,CYP1A2,CYP2A6,CYP2B6,CYP2C8,CYP2C9,CYP2C19,CYP2D6,CYP2E1,CYP3A4,St_smi,stratify_col
CC1CC[C@@]2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)C[C@@]5(C)C4CC[C@@]3(C)C1C2C,,,,,,,,,0.0,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,0.0
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,5.0
Nc1c2c(nc3ccccc13)CCCC2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1c2c(nc3ccccc13)CCCC2,1.0
S(=O)(=O)(CC(O)(C(O)=Nc1cc(C(F)(F)F)c(C#N)cc1)C)c1ccc(F)cc1,,,,,,,,,1.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(O)=Nc1ccc(C#N)c(C(F)(F)F)c1,1.0
[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([Cl:7])[c:8]1[NH:9][C:10]2=[N:11][CH2:12][CH2:13][NH:14]2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Clc1cccc(Cl)c1NC1=NCCN1,3.0
CC(C)(C)NC[C@@H](O)COc1ccccc1C#N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CC(C)(C)NCC(O)COc1ccccc1C#N,1.0
O=C(O[C@@]1(C(=O)C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(C(C)=C3)=CC(=O)CC4)CC2)CC1)C,,,,,,,,,1.0,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,1.0
CC(C)NC[C@@H](O)COc1cccc2ccccc12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,CC(C)NCC(O)COc1cccc2ccccc12,3.0
CC[C@@H](OC(C)=O)C(C[C@@H](C)NC)(c1ccccc1)c1ccccc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1,2.0
P(=O)(O)(O)N1C(=O)N=C(CN2[C@H]([C@@H](O[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OCC2)c2ccc(F)cc2)N1,,,,,,,,,1.0,CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.0
[O:1]=[C:2]([O:3][CH:4]1[CH2:5][CH2:6][N+:7]([CH3:8])([CH3:9])[CH2:10]1)[C:11]([OH:12])([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:19]3[CH2:20][CH2:21][CH2:22][CH2:23]3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,6.0
c1cnc(N2CCNCC2)nc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,c1cnc(N2CCNCC2)nc1,1.0
CC[N+](C)(CC)CCc1c(C)c2ccc(OC)cc2oc1=O,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,CC[N+](C)(CC)CCc1c(C)c2ccc(OC)cc2oc1=O,3.0
CCCCCCCCCCCCCCCCCC(=O)CC(O)CCCCC,,,,,,,,,0.0,CCCCCCCCCCCCCCCCCC(=O)CC(O)CCCCC,0.0
O=NN1CCC[C@H]1c1cccnc1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,O=NN1CCCC1c1cccnc1,4.0
O[C@@H](C[C@H](C(O)=N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1)CN1[C@H](C(O)=NC(C)(C)C)CN(Cc2cnccc2)CC1,,,,,,,,,1.0,CC(C)(C)N=C(O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(O)=NC1c2ccccc2CC1O,1.0
CC(C)NC[C@@H](O)COc1ccc(COCCOC(C)C)cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,2.0
CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,1.0
Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3N(COC(=O)CCCCCCCCCCC)C(=O)CCc3cc2)CC1,,,,,,,,,1.0,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,1.0
COc1cc(C[C@@H]2SC(=O)NC2=O)ccc1C(=O)NCc1ccc(C(F)(F)F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COc1cc(CC2SC(=O)NC2=O)ccc1C(=O)NCc1ccc(C(F)(F)F)cc1,1.0
FC(F)(F)c1cc(N2CCN(CCn3c(O)nc4c3cccc4)CC2)ccc1,,,,,,,,,1.0,Oc1nc2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,1.0
O=C(O)CCC/C=C\C[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1NS(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,O=C(O)CCCC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,2.0
O=C(Nc1nccc(C)c1)C(C)c1cc(C(=O)c2ccccc2)ccc1,,,,,,,,,1.0,Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1,1.0
O=C(C)C1(O)C2(C)C(C3C(C4(C)C(C(C)C3)=CC(=O)CC4)CC2)CC1,,,,,,,,,1.0,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,1.0
CC[C@@H]1C[C@H]2C[C@@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@H]13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,3.0
CN(C)N=O,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,CN(C)N=O,7.0
[F:1][c:23]1[cH:18][cH:14][c:11]([C@@H:7]([N:3]2[CH2:5][CH2:8][N:4]([CH2:10]/[CH:13]=[CH:22]/[c:25]3[cH:26][cH:28][cH:30][cH:29][cH:27]3)[CH2:9][CH2:6]2)[c:12]2[cH:15][cH:19][c:24]([F:2])[cH:21][cH:17]2)[cH:16][cH:20]1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,3.0
CNC(=O)Cc1ccc2ccn(C3CCN(CCc4ccccc4F)CC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CNC(=O)Cc1ccc2ccn(C3CCN(CCc4ccccc4F)CC3)c2c1,1.0
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,6.0
S(=O)(=O)(N(C[C@@H](OP(=O)(O)O)[C@@H](N=C(O[C@@H]1COCC1)O)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,,,,,,,,,1.0,CC(C)CN(CC(OP(=O)(O)O)C(Cc1ccccc1)N=C(O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,1.0
[OH:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10]2)[CH2:11][CH2:12][CH2:13][CH2:14][CH:15]1[CH2:16][NH:17][CH3:18],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CNCC1CCCCC1(O)c1cccc(OC)c1,2.0
[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([OH:6])[CH:7]3[N:8]([CH3:9])[CH2:10][CH2:11][C:12]24[c:13]5[c:14]([O:15][CH:16]14)[c:17]([OH:18])[cH:19][cH:20][c:21]5[CH2:22]3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1.0
O(CCOCCOCCOCCO[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(CC=C)CC3)C4)CC1)CCOCCOCCOC,,,,,,,,,1.0,C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,1.0
[O:1]=[C:2]([NH2:3])[N:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[CH:11]=[CH:12][c:13]3[cH:14][c:15]([OH:16])[cH:17][cH:18][c:19]13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,1.0
Cc1ncsc1CCCl,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ncsc1CCCl,1.0
S(CCC)c1cc2[nH]c(N=C(OC)O)nc2cc1,1.0,,,,,1.0,1.0,,1.0,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,4.0
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2Cc1ccco1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2Cc1ccco1,1.0
OC[C@H]1O[C@@H](N2C(O)=NC(=N)C=C2)CC1,,,,,1.0,,,,1.0,N=c1ccn(C2CCC(CO)O2)c(O)n1,2.0
O=C(O[C@@H]1C(C)=C2[C@@H](O)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(OC(C)(C)C)O)c1ccccc1,,,,,,,,,1.0,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(N=C(O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,1.0
C/C(=C/CCC(C=O)C1CC[C@@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3)C(=O)O,,,,,,,,,0.0,CC(=CCCC(C=O)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3)C(=O)O,0.0
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,1.0
O=C(CCCCN1C(=O)N(C)c2ncn(CCC)c2C1=O)C,1.0,,,,,,,,,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,1.0
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,1.0
Clc1c([C@H](N(C(=O)[C@H]2N(c3nccc(C#N)c3)C(=O)CC2)c2cc(F)cnc2)C(O)=NC2CC(F)(F)C2)cccc1,,,,,,,,,1.0,N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(O)=NC2CC(F)(F)C2)c2ccccc2Cl)c1,1.0
O=C(OC(C)C)C1=C(C)NC(C)=C(C(=O)OC)C1c1c2nonc2ccc1,,,,,,,,,1.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@]1(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1.0
COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc2c1OCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COc1cc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc2c1OCO2,1.0
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,3.0
[O:1]=[C:2]([O:3][CH3:4])[c:5]1[c:6]([n:7][c:8]([c:9]([C:10](=[O:11])[O:12][CH:13]2[CH2:14][N:15]([CH2:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[CH2:23][CH2:24]2)[c:25]1-[c:26]4[cH:27][cH:28][cH:29][c:30]([cH:31]4)[N+:32](=[O:33])[O-:34])[CH3:35])[CH3:36],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COC(=O)c1c(C)nc(C)c(C(=O)OC2CCN(Cc3ccccc3)C2)c1-c1cccc([N+](=O)[O-])c1,1.0
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[N:11]([C:12](=[O:13])[c:14]12)[CH:15]([c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([O:23][CH2:24][CH3:25])[cH:26]3)[CH2:27][S:28](=[O:29])(=[O:30])[CH3:31])[CH3:32],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,3.0
O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],,,,,,,,,1.0,O=[N+]([O-])OC1COC2C(O)COC12,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)c4ccncc4)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,,,,,,,,,1.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1,1.0
CC[C@]1(C)CC(=O)NC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CCC1(C)CC(=O)NC1=O,2.0
CC1(C)CC(O)[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)[C@](C)(CO)C5CC[C@]43C)C2C1,,,,,,,,,0.0,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(CO)C5CCC43C)C2C1,0.0
[O:1]=[C:2]1[O:3][CH2:4][C:5]([c:6]2[cH:7][cH:8][c:9]([cH:10][cH:11]2)[S:12](=[O:13])(=[O:14])[CH3:15])=[C:16]1[c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,2.0
CCC(=O)C1CC(C)[C@]2(CC(=O)[C@@]3(C)C4=C(CC[C@]32C)[C@]2(C)CCC(=O)[C@@](C)(CO)C2CC4)O1,,,,,,,,,0.0,CCC(=O)C1CC(C)C2(CC(=O)C3(C)C4=C(CCC32C)C2(C)CCC(=O)C(C)(CO)C2CC4)O1,0.0
CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,1.0
S(=O)(=O)(CC)N1CC(CC#N)(n2ncc(-c3nc[nH]c-4nccc3-4)c2)C1,,,,,,,,,1.0,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc[nH]c4nccc3-4)cn2)C1,1.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,1.0
O=C(O[C@@]1(C(=O)COC(=O)CC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)CCC,,,,,,,,,1.0,CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.0
O=C(c1cc2[nH]c(N=C(OC)O)nc2cc1)c1ccccc1,,,,,,,,,1.0,COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,1.0
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH:11]2[CH2:12][CH2:13][N:14]([c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][C:21]4([O:22][C:23](=[N:24][CH:25]4[OH:26])[NH2:27])[CH3:28])[cH:29][cH:30]3)[CH2:31][CH2:32]2)[cH:33][cH:34]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)OC(N)=NC1O,1.0
FC(F)(F)c1nccc(N=C2NC(=NCC(O)(C)C)N=C(c3nc(C(F)(F)F)ccc3)N2)c1,1.0,,,,1.0,1.0,1.0,,1.0,CC(C)(O)CN=c1nc(-c2cccc(C(F)(F)F)n2)[nH]c(=Nc2ccnc(C(F)(F)F)c2)[nH]1,5.0
c1ccc2[nH]c(-c3cscn3)nc2c1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c1ccc2[nH]c(-c3cscn3)nc2c1,1.0
O=C(OC)[C@@]1(c2c(OC)cc3N(C)[C@H]4[C@@](O)(C(O)=N)[C@H](O)[C@@]5(CC)[C@@H]6N(CC=C5)CC[C@]46c3c2)c2[nH]c3c(c2CCN2C[C@](O)(CC)C[C@H](C1)C2)cccc3,,,,,,,,,1.0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=N)O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1,1.0
[O:1]=[C:2]([NH:3][n:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[cH:11][c:12]1[CH3:13])[c:14]3[cH:15][cH:16][c:17]([Cl:18])[c:19]([cH:20]3)[S:21](=[O:22])(=[O:23])[NH2:24],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cc1cc2ccccc2n1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.0
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OC[C@@H]3O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]3O)n2C1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1,2.0
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@H]4[C@H]3C(=C)C[C@@]21C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3C(=C)CC21C,1.0
[OH:1][CH:2]1[CH2:3][N:4]([CH2:5][CH2:6]1)[CH:7]2[CH2:8][CH2:9][CH2:10][CH2:11][CH:12]2[O:13][CH2:14][CH2:15][c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([O:23][CH3:24])[cH:25]3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC,1.0
[O:1]=[S:2]1(=[O:3])[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[C:10]([OH:11])=[C:12]([C:13]([OH:14])=[N:15][c:16]3[n:17][cH:18][c:19]([s:20]3)[CH2:21][OH:22])[N:23]1[CH3:24],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,CN1C(C(O)=Nc2ncc(CO)s2)=C(O)c2ccccc2S1(=O)=O,2.0
O=C(OCC)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c2nonc2ccc1,,,,,,,,,1.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2nonc12,1.0
O[C@@H](CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1.0
[O:1]=[C:2]([O:3][CH:4]1[C:5](=[O:6])[N:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[S:14][CH:15]1[c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[cH:22][cH:23]3)[CH2:24][CH2:25][NH:26][CH3:27])[CH3:28],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CNCCN1C(=O)C(OC(C)=O)C(c2ccc(OC)cc2)Sc2ccccc21,1.0
[O:1]=[c:2]1[c:3]([OH:4])[c:5]([o:6][c:7]2[cH:8][c:9]([OH:10])[cH:11][c:12]([OH:13])[c:14]12)-[c:15]3[cH:16][cH:17][c:18]([OH:19])[cH:20][cH:21]3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1.0
O=CC[C@@H]1[C@H](O[C@H]2[C@H](O)[C@@H](N(C)C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](O)(C)C3)[C@@H](C)O2)[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O[C@@H]2O[C@@H](C)[C@@H](N(C)C)CC2)[C@H](C)C1,,,,,,,,,1.0,COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,1.0
CN(N=O)c1ccccc1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(N=O)c1ccccc1,1.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1.0
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[c:6]1[cH:7][cH:8][c:9]([NH2:10])[cH:11][cH:12]1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,CCOC(=O)c1ccc(N)cc1,5.0
ClCOC(=O)[C@]1(OC(=O)OCC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,,,,,,,,,1.0,CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1.0
S(=O)(=O)(NC(O)=NC1CCCCC1)c1ccc(C(=O)C)cc1,,,,,1.0,,,,,CC(=O)c1ccc(S(=O)(=O)NC(O)=NC2CCCCC2)cc1,1.0
Cc1ccsc1-c1ccc([C@@H](C)C(=O)O)cc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Cc1ccsc1-c1ccc(C(C)C(=O)O)cc1,1.0
[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([OH:6])[CH:7]3[NH:8][CH2:9][CH2:10][C:11]24[c:12]5[c:13]([O:14][CH:15]14)[c:16]([O:17][CH3:18])[cH:19][cH:20][c:21]5[CH2:22]3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)NCCC314,1.0
Clc1c(Cl)cccc1N1CCN(CCC2CCC(N=C(O)N(C)C)CC2)CC1,,,,,,,,,1.0,CN(C)C(O)=NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,1.0
CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,CN1CCCC1CC1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,6.0
O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)C2C4=C(O)C(=O)[C@]23Oc2c(O)c4oc(=O)c5cc(O)c(O)c6oc(=O)c(c2C13)c4c65,,,,,,,,,0.0,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)C2C4=C(O)C(=O)C23Oc2c(O)c4oc(=O)c5cc(O)c(O)c6oc(=O)c(c2C13)c4c65,0.0
OC(=N)C(CCn1c(C)ncc1)(c1ccccc1)c1ccccc1,,,,,,,,,1.0,Cc1nccn1CCC(C(=N)O)(c1ccccc1)c1ccccc1,1.0
O=C(Oc1c(C)c2OCOc2c2[C@H]3N4[C@@H](O)[C@H]5N(C)[C@@H]([C@@H]4[C@H](SC[C@@]4(C(=O)OC3)NCCc3c4cc(OC)c(O)c3)c12)c1c(O)c(OC)c(C)cc1C5)C,,,,,1.0,1.0,1.0,,1.0,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,4.0
C=C[C@]1(C)CCC(OC2OC(COC3OC[C@@](O)(CO)C3O)C(O)C(O)C2O)C(C)(C)O1,,,,,,,,,0.0,C=CC1(C)CCC(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)C(C)(C)O1,0.0
